response_date,rating, nps32,2
2020-10-19,29239,1
2020-12-14,35727,6
2020-12-28,23599,3
2020-10-24,21175,5
2020-10-22,10664,0
2020-11-20,27185,9
2020-12-05,36861,7
2036,5
2020-11-11,33100,3
2020-10-31,29813,1
2020-12-15,43302,8
2020-12-26,46786,0
2020-11-14,43791,2
2020-10-24,29191,7
2020-12-11,18604,9
2020-11-27,47069,6
2020-12-18,30442,7
2020-12-12,24863,5
2020-10-05,23480,10
2020-11-18,38649,2
2020-11-07,26477,6
2020-10-17,12736,1
2020-10-08,35133,9
2020-11-17,39852,0
2020-11-28,39179,2
2020-10-07,44636,8
2020-11-08,36840,0
2020-11-27,25638,0
2020-10-24,19387,7
2020-10-11,41842,9
2020-12-15,21540,10
2020-10-06,47242,9
2020-11-04,21177,7
2020-10-12,41464,10
2020-12-14,31229,2
2020-12-17,23272,2
2020-12-23,41865,8
2020-12-05,40393,8
2020-11-25,29474,0
2020-12-21,39940,0
2020-11-26,21681,9
2020-11-29,49363,8
2020-11-23,37816,4
2020-11-17,14129,5
2020-10-10,29657,8
2020-12-08,15841,0
2020-11-05,27401,9
2020-12-30,16585,2
2020-10-15,31522,6
2020-11-03,13630,2
2020-12-27,33819,10
2020-12-23,13052,5
2020-11-03,44920,6
2020-12-26,23800,3
2020-11-21,43073,8
2020-10-20,35765,10
2020-11-23,21358,9
2020-10-22,17482,9
2020-12-17,23510,2
2020-11-21,17000,10
2020-11-22,30998,9
2020-11-05,34069,4
2020-10-08,21654,8
2020-10-23,18432,9
2020-11-02,42556,10
2020-12-29,45167,5
2020-11-19,19099,7
2020-12-07,39491,10
2020-12-09,39840,5
2020-12-14,35255,4
2020-10-02,42180,2
2020-10-26,39059,6
2020-12-19,21991,2
2020-12-14,12634,1
2020-12-14,32170,2
2020-11-05,25930,1
2020-11-22,28956,9
2020-10-25,13437,5
2020-12-07,15771,9
2020-12-22,14292,5
2020-11-22,12988,0
2020-12-11,14364,8
2020-11-26,15718,7
2020-12-05,14957,2
2020-12-09,42166,1
2020-12-08,42688,1
2020-12-02,21534,7
2020-11-19,16895,1
2020-10-26,44140,2
2020-10-08,25759,10
2020-11-11,14199,9
2020-11-23,11849,7
2020-11-15,24990,8
2020-12-16,32142,2
2020-11-01,43022,9
2020-11-28,18719,6
2020-11-15,24945,4
2020-10-15,40040,8
2020-11-29,28310,3
2020-10-04,45638,9
2020-12-13,44724,6
2020-10-08,16832,9
2020-12-19,32874,9
2020-10-14,22564,5
2020-11-18,29529,10
2020-10-16,38782,6
2020-11-22,36629,10
2020-12-21,29250,9
2020-10-12,45358,2
2020-10-17,35331,10
2020-12-10,19937,6
2020-11-07,38194,6
2020-11-04,33205,2
2020-10-05,36284,9
2020-12-29,31357,9
2020-12-11,25248,8
2020-10-13,42567,2
2020-11-01,36527,6
2020-10-07,13074,9
2020-11-03,16745,6
2020-10-25,22397,7
2020-12-11,23101,1
2020-11-24,18597,1
2020-12-10,45338,2
2020-12-26,10189,9
2020-10-18,49064,4
2020-10-04,32890,4
2020-11-06,24944,2
2020-12-26,10808,7
2020-12-29,37411,9
2020-12-23,12712,8
2020-12-31,30953,8
2020-11-12,22066,1
2020-11-06,44987,0
2020-12-14,24013,10
2020-11-24,24683,0
2020-12-20,15178,10
2020-12-11,42982,9
2020-10-10,19358,1
2020-11-19,38681,8
2020-10-07,36376,5
2020-11-02,32958,8
2020-11-18,46582,0
2020-12-17,40537,9
2020-11-15,37791,8
2020-11-11,36862,10
2020-10-04,20165,0
2020-12-12,26251,0
2020-12-29,29600,6
2020-10-14,33563,2
2020-11-08,48792,0
2020-12-04,47144,9
2020-11-27,15066,6
2020-11-14,36185,9
2020-11-27,17525,2
2020-10-12,21628,10
2020-10-06,28688,5
2020-12-30,11311,8
2020-11-06,25722,1
2020-10-02,43234,9
2020-12-24,26692,1
2020-10-24,41897,7
2020-12-06,23836,1
2020-12-08,45336,6
2020-11-29,11183,10
2020-11-15,20942,5
2020-11-22,28707,9
2020-12-30,13688,9
2020-10-10,45355,6
2020-12-04,43155,6
2020-10-23,38822,0
2020-10-24,49785,9
2020-11-28,49697,2
2020-12-31,14843,7
2020-10-11,17860,0
2020-12-12,19807,8
2020-12-03,20290,2
2020-11-20,28831,5
2020-12-19,19312,8
2020-12-29,23608,5
2020-10-10,48936,8
2020-11-08,47882,8
2020-10-28,13209,10
2020-10-20,29009,0
2020-12-17,25854,3
2020-11-18,22385,8
2020-11-12,31584,0
2020-11-27,43063,2
2020-12-02,20093,0
2020-11-09,34715,6
2020-12-02,11299,6
2020-10-07,43267,10
2020-10-01,49321,9
2020-11-13,36925,6
2020-10-02,31577,0
2020-12-31,27555,7
2020-12-08,45311,5
2020-10-27,46677,8
2020-12-14,48750,0
2020-12-11,14391,5
2020-11-12,46012,8
2020-12-25,40970,6
2020-11-20,16397,9
2020-12-16,27292,4
2020-10-17,20092,2
2020-12-15,29916,5
2020-11-16,15725,7
2020-12-07,19250,1
2020-10-02,27260,10
2020-12-14,41209,2
2020-10-14,36619,7
2020-12-04,46900,10
2020-10-09,36766,10
2020-10-11,30226,3
2020-11-21,30889,3
2020-10-25,18572,5
2020-10-21,30122,9
2020-10-22,21413,8
2020-11-21,18746,6
2020-10-04,39833,1
2020-12-29,20400,8
2020-11-30,17772,7
2020-12-26,22017,1
2020-12-28,25406,10
2020-11-19,18910,10
2020-10-05,20803,0
2020-11-04,38386,3
2020-11-08,49260,8
2020-11-24,22619,9
2020-11-08,16140,10
2020-11-23,41849,3
2020-10-04,17414,10
2020-10-30,30649,9
2020-12-24,16797,1
2020-12-14,49723,8
2020-10-20,38389,10
2020-10-15,46849,2
2020-11-15,11505,1
2020-11-08,27469,7
2020-11-04,37606,6
2020-11-20,25623,7
2020-12-21,40410,3
2020-12-06,48389,6
2020-11-01,24724,2
2020-12-23,28667,2
2020-11-16,34598,9
2020-10-22,31918,5
2020-11-24,27873,6
2020-11-05,41327,1
2020-12-09,38211,6
2020-10-30,48890,10
2020-11-21,24418,2
2020-10-06,21362,9
2020-11-01,28824,8
2020-11-10,32826,0
2020-10-22,26046,7
2020-12-10,44491,7
2020-10-11,44477,9
2020-11-26,22148,9
2020-12-12,46235,0
2020-10-04,18612,8
2020-12-04,32876,0
2020-12-31,37287,9
2020-12-05,39117,1
2020-11-01,49708,6
2020-11-24,15011,4
2020-11-29,11480,9
2020-11-24,19317,9
2020-10-29,18316,10
2020-10-10,37467,7
2020-10-19,17453,2
2020-10-08,18884,10
2020-12-03,11367,6
2020-10-04,29690,7
2020-10-11,28156,5
2020-12-05,34373,1
2020-12-17,33734,1
2020-11-04,43954,2
2020-12-21,36211,9
2020-10-02,35220,0
2020-12-24,12757,10
2020-10-14,17247,0
2020-10-20,24072,2
2020-10-19,44067,9
2020-12-01,20000,9
2020-11-27,10349,2
2020-12-12,13336,8
2020-11-15,37677,2
2020-12-18,48130,10
2020-10-03,49232,10
2020-11-12,31244,3
2020-11-05,49426,6
2020-11-12,46613,9
2020-12-26,34025,8
2020-12-10,47216,8
2020-10-11,46914,9
2020-12-01,18763,9
2020-12-15,39551,5
2020-10-01,27757,8
2020-10-06,38802,9
2020-11-16,46155,9
2020-11-22,26605,7
2020-10-24,47622,7
2020-10-23,31520,0
2020-10-04,40037,6
2020-10-20,39931,7
2020-12-12,18545,5
2020-12-28,35191,8
2020-11-07,38835,0
2020-11-24,15620,10
2020-10-24,18821,9
2020-11-20,24706,1
2020-11-23,34089,8
2020-11-10,20572,9
2020-12-26,45217,10
2020-10-19,34514,10
2020-11-26,43718,6
2020-11-24,16894,6
2020-11-25,39523,10
2020-12-29,47569,10
2020-10-14,11894,1
2020-12-27,26652,7
2020-12-17,24663,9
2020-12-30,25973,5
2020-12-19,13577,10
2020-12-27,13418,9
2020-12-15,19742,4
2020-10-17,38126,10
2020-10-14,13686,8
2020-12-22,24214,5
2020-10-17,14789,7
2020-11-20,48662,4
2020-12-29,31304,10
2020-12-24,31525,8
2020-10-17,23795,2
2020-11-26,47113,7
2020-12-17,35557,2
2020-11-10,40247,10
2020-12-27,17150,6
2020-12-09,26798,6
2020-11-26,41011,8
2020-11-27,45463,8
2020-12-15,13379,8
2020-12-30,49335,1
2020-10-29,34547,6
2020-12-26,24835,5
2020-12-30,31377,10
2020-10-21,46277,8
2020-11-23,26213,0
2020-10-06,24907,10
2020-11-14,35382,9
2020-12-16,35653,2
2020-12-08,20183,2
2020-12-20,22538,8
2020-12-20,26743,2
2020-12-30,23306,6
2020-11-20,17225,9
2020-10-19,49054,9
2020-10-28,37828,7
2020-10-19,25819,1
2020-11-21,38532,5
2020-11-22,10178,9
2020-12-27,22703,8
2020-12-25,13896,4
2020-10-03,15209,0
2020-12-11,28622,7
2020-12-31,22169,2
2020-12-20,32881,3
2020-10-19,37862,10
2020-10-03,39460,2
2020-11-25,30339,9
2020-10-14,30550,1
2020-11-05,46736,9
2020-10-05,48943,2
2020-12-11,36620,9
2020-11-11,39640,5
2020-10-31,38006,6
2020-11-19,42474,5
2020-12-06,39058,8
2020-12-06,44030,9
2020-10-17,42804,3
2020-11-27,14103,2
2020-12-11,36569,0
2020-11-10,31904,2
2020-12-24,37875,7
2020-12-14,18271,2
2020-12-29,29061,0
2020-10-05,35669,5
2020-11-29,42836,1
2020-12-15,24163,9
2020-11-24,29848,0
2020-10-29,42563,5
2020-10-24,47718,7
2020-11-09,40697,10
2020-11-30,17476,7
2020-12-28,18373,5
2020-10-15,19857,1
2020-10-10,31355,3
2020-12-21,29492,8
2020-12-24,34778,1
2020-12-11,20178,2
2020-11-07,32641,3
2020-10-23,36910,9
2020-11-15,17771,10
2020-12-24,10490,8
2020-11-30,40923,0
2020-11-01,25202,8
2020-11-22,14137,0
2020-11-12,22057,10
2020-10-23,10475,1
2020-11-10,40006,2
2020-11-02,26682,9
2020-12-18,16824,0
2020-10-01,11763,3
2020-10-11,18436,10
2020-10-22,38268,4
2020-11-04,36889,1
2020-12-01,29586,7
2020-12-20,35688,10
2020-12-22,31330,8
2020-11-27,15764,0
2020-10-08,42709,1
2020-10-07,19607,5
2020-10-01,45816,2
2020-10-15,49198,6
2020-11-16,41130,9
2020-10-12,22585,8
2020-10-10,22633,1
2020-12-28,19744,7
2020-11-16,25305,6
2020-11-07,10241,4
2020-11-07,13605,1
2020-12-31,36900,1
2020-12-20,36911,0
2020-12-21,12523,6
2020-10-28,23437,8
2020-11-05,22749,8
2020-12-03,46098,4
2020-11-14,47201,6
2020-10-17,14680,2
2020-10-14,30227,6
2020-12-20,11911,8
2020-12-10,16957,0
2020-12-16,48743,10
2020-10-17,11538,8
2020-10-15,29428,3
2020-12-09,46626,9
2020-10-15,47567,9
2020-12-22,26541,1
2020-10-04,18709,3
2020-11-05,38383,6
2020-11-06,10838,1
2020-11-02,14138,0
2020-12-23,14304,4
2020-12-19,41527,4
2020-11-23,20056,0
2020-11-19,22592,8
2020-10-08,19314,5
2020-10-05,22114,8
2020-10-29,32738,7
2020-12-29,22482,3
2020-10-19,29624,7
2020-12-21,31615,0
2020-12-20,23783,9
2020-11-25,36494,7
2020-10-22,42483,1
2020-10-30,23860,5
2020-12-24,47331,10
2020-10-02,49236,1
2020-11-02,12099,8
2020-11-11,40628,1
2020-11-04,41588,6
2020-10-25,21373,8
2020-11-20,48791,7
2020-11-14,34617,7
2020-11-15,11913,10
2020-12-27,43880,3
2020-12-02,28042,6
2020-11-17,40937,9
2020-12-23,13144,8
2020-11-12,13836,10
2020-10-10,40412,2
2020-12-09,14954,8
2020-11-08,48837,2
2020-12-10,15177,0
2020-12-18,26073,8
2020-12-17,25100,4
2020-10-09,20974,8
2020-10-18,42612,10
2020-11-26,23804,9
2020-11-10,29686,7
2020-10-02,30323,1
2020-11-26,31013,5
2020-12-05,31540,9
2020-11-12,36864,5
2020-10-27,11251,5
2020-11-07,49486,8
2020-10-02,49448,7
2020-11-14,41505,7
2020-10-27,25451,5
2020-11-30,32332,8
2020-12-07,43448,2
2020-11-01,25401,8
2020-12-19,45670,8
2020-12-21,34413,0
2020-12-17,39216,4
2020-11-09,43785,0
2020-10-21,14120,0
2020-10-14,12435,10
2020-11-05,16581,0
2020-10-31,41761,4
2020-11-13,32092,5
2020-12-05,30019,10
2020-10-13,26829,1
2020-11-14,19232,3
2020-10-20,25831,4
2020-10-19,37442,3
2020-12-14,49336,9
2020-11-10,29797,3
2020-12-24,19125,8
2020-10-24,27380,10
2020-11-13,43916,5
2020-12-08,28973,3
2020-11-13,26635,2
2020-12-21,23507,7
2020-10-03,38636,0
2020-12-18,36023,9
2020-11-14,27306,3
2020-11-11,39601,5
2020-12-08,21970,4
2020-10-18,17113,8
2020-11-12,49856,5
2020-12-09,40382,0
2020-12-31,24854,2
2020-10-18,34942,2
2020-11-14,19380,8
2020-11-08,10832,9
2020-10-05,15220,5
2020-11-16,13622,5
2020-10-21,40421,1
2020-11-13,13401,1
2020-12-05,25857,2
2020-11-14,38320,4
2020-12-18,31404,6
2020-11-01,16873,2
2020-12-07,18131,0
2020-12-24,11883,10
2020-10-21,38014,7
2020-10-17,31511,10
2020-11-18,47804,8
2020-11-03,12954,2
2020-12-09,30320,6
2020-12-13,32999,2
2020-10-12,17741,0
2020-11-05,30253,7
2020-11-16,25987,0
2020-12-16,42907,1
2020-10-27,25267,0
2020-11-03,16151,1
2020-12-23,33389,9
2020-12-17,14735,10
2020-10-09,13313,8
2020-11-05,11475,6
2020-12-13,22322,3
2020-12-04,20934,7
2020-12-24,36238,0
2020-10-22,36917,0
2020-12-28,20843,2
2020-11-17,33041,2
2020-10-25,10171,6
2020-12-30,46911,0
2020-10-31,32197,1
2020-12-27,35203,1
2020-12-11,26071,8
2020-10-26,43881,2
2020-10-17,34177,9
2020-10-04,37575,7
2020-12-19,29129,7
2020-10-03,48095,3
2020-12-28,28339,5
2020-10-09,33448,2
2020-10-03,25932,10
2020-12-19,30955,5
2020-10-15,42007,9
2020-12-21,31870,1
2020-11-27,45058,7
2020-11-08,12356,4
2020-11-30,30626,8
2020-12-24,20031,0
2020-12-05,38495,10
2020-11-03,34225,2
2020-12-24,41490,5
2020-12-12,28313,3
2020-11-08,21451,6
2020-12-24,11086,8
2020-11-25,13908,9
2020-12-21,38019,7
2020-10-21,49509,10
2020-11-09,30491,1
2020-11-10,20780,3
2020-10-28,35846,9
2020-11-01,36599,2
2020-10-11,19510,3
2020-10-20,33575,7
2020-10-18,21509,9
2020-11-17,46064,0
2020-10-03,20804,8
2020-11-02,30086,7
2020-11-19,18723,1
2020-12-14,15973,8
2020-11-06,34398,8
2020-11-09,29963,7
2020-12-05,14217,5
2020-10-06,41578,10
2020-11-20,48154,5
2020-12-24,38125,10
2020-12-03,46177,9
2020-10-28,19808,3
2020-12-22,18659,7
2020-11-27,10988,1
2020-10-12,42638,10
2020-10-26,21488,8
2020-11-03,36962,2
2020-12-20,34825,6
2020-12-19,17177,8
2020-10-10,24978,9
2020-11-10,46819,5
2020-12-04,11160,4
2020-10-18,28606,1
2020-12-04,44415,7
2020-11-28,48547,2
2020-12-24,13137,7
2020-11-15,36883,7
2020-11-16,33299,6
2020-11-19,49349,9
2020-10-29,12473,9
2020-12-03,10908,1
2020-12-28,25224,4
2020-11-30,24893,6
2020-12-17,22426,8
2020-12-10,32346,0
2020-10-06,46413,0
2020-10-30,37468,9
2020-10-13,34956,7
2020-11-18,18407,9
2020-10-20,29615,1
2020-12-31,48677,5
2020-12-08,45056,1
2020-11-06,13215,0
2020-11-30,33863,9
2020-11-25,27696,7
2020-12-23,24851,1
2020-10-09,35762,8
2020-10-22,45048,2
2020-12-26,46569,1
2020-11-05,34593,8
2020-12-22,14470,1
2020-12-04,25065,5
2020-10-26,27829,9
2020-11-18,16802,6
2020-12-21,28316,7
2020-10-09,23829,1
2020-12-07,13443,8
2020-12-04,34446,1
2020-11-30,14467,7
2020-10-02,10085,5
2020-10-05,13361,2
2020-12-29,43344,3
2020-12-02,13146,8
2020-12-09,46766,1
2020-11-01,21609,2
2020-11-25,16699,9
2020-11-22,17348,10
2020-11-27,34441,1
2020-12-24,48967,0
2020-12-23,22761,5
2020-12-22,32007,6
2020-12-24,28369,8
2020-11-06,23600,10
2020-11-28,45106,8
2020-12-17,32780,4
2020-10-27,42635,7
2020-12-25,13776,3
2020-11-20,27225,6
2020-12-19,27043,8
2020-11-04,28912,7
2020-11-19,22276,2
2020-10-21,16178,0
2020-11-27,42932,0
2020-12-10,44376,7
2020-11-18,11952,3
2020-11-15,48491,2
2020-12-13,35094,7
2020-12-01,23045,10
2020-12-14,12046,2
2020-12-08,18005,8
2020-10-30,40008,9
2020-11-14,19465,10
2020-10-20,26388,3
2020-12-29,17919,1
2020-10-04,18199,6
2020-10-06,12167,4
2020-12-11,42083,0
2020-11-05,28128,5
2020-11-19,13427,10
2020-11-10,31417,9
2020-10-13,25753,5
2020-11-05,29929,6
2020-12-14,11497,0
2020-11-05,44704,9
2020-10-15,44789,7
2020-12-07,12926,0
2020-10-29,13200,9
2020-12-05,21972,10
2020-11-17,43014,4
2020-11-30,20370,9
2020-10-18,30389,8
2020-12-07,48790,10
2020-11-21,45137,5
2020-11-07,36478,7
2020-12-22,34602,4
2020-11-25,46807,0
2020-11-29,40595,0
2020-12-27,22663,0
2020-11-26,30248,6
2020-12-29,17633,8
2020-10-13,48825,4
2020-10-02,38089,1
2020-10-11,20467,6
2020-12-29,36532,9
2020-10-14,35977,7
2020-11-30,12211,6
2020-12-14,18208,4
2020-10-27,49098,0
2020-10-28,18881,0
2020-10-08,35034,2
2020-12-17,20498,4
2020-10-15,12897,4
2020-12-03,37066,2
2020-11-15,12080,4
2020-12-06,25788,9
2020-10-18,26140,7
2020-10-02,38011,7
2020-10-01,22737,1
2020-11-26,25965,7
2020-11-05,19457,6
2020-11-07,24770,5
2020-11-23,21101,8
2020-12-19,11026,3
2020-12-17,33361,10
2020-11-13,27463,5
2020-12-27,36146,4
2020-11-25,41251,1
2020-10-20,46393,5
2020-11-20,20953,0
2020-10-17,11184,9
2020-10-14,34583,5
2020-11-24,46342,8
2020-11-10,25009,9
2020-11-16,32157,2
2020-12-02,34010,5
2020-11-21,33854,7
2020-10-01,42062,7
2020-11-08,26452,6
2020-11-17,34631,9
2020-12-15,47456,6
2020-10-30,20097,3
2020-10-22,49827,8
2020-11-28,36051,8
2020-11-29,40060,5
2020-12-05,21053,6
2020-10-04,11165,9
2020-10-06,21689,7
2020-10-21,37689,6
2020-11-17,46848,7
2020-11-08,18525,10
2020-10-16,11691,5
2020-11-18,34673,6
2020-12-28,49264,10
2020-11-09,30764,10
2020-10-11,19905,9
2020-12-15,34278,5
2020-10-04,15577,10
2020-11-01,34485,6
2020-11-08,11989,8
2020-10-22,23332,5
2020-10-05,24182,10
2020-12-30,28315,0
2020-10-11,17263,9
2020-10-20,22796,1
2020-10-06,47066,2
2020-11-28,36001,3
2020-12-23,44695,4
2020-11-11,47179,5
2020-10-15,46204,5
2020-12-20,33478,7
2020-11-18,32019,5
2020-10-17,46572,9
