product_id,listing_price,sale_price,discount,revenue
EG6920,79.99,79.99,0.0,4175.48
EG6846,79.99,79.99,0.0,4031.5
EE9854,69.99,41.99,0.4,4534.92
CL7456,52.99,31.79,0.4,2059.99
EE9733,55.99,33.59,0.4,2478.94
CL7333,35.99,21.59,0.4,2720.34
EE9729,55.99,33.59,0.4,5320.66
EG6845,79.99,79.99,0.0,11086.61
EE8202,69.99,41.99,0.4,7180.29
CL7361,32.99,19.79,0.4,641.2
EE8265,55.99,33.59,0.4,1511.55
EE8604,79.99,47.99,0.4,6651.41
EF1052,69.99,41.99,0.4,5139.58
EF1051,69.99,41.99,0.4,4005.85
EE9732,55.99,33.59,0.4,3809.11
EF0433,55.99,33.59,0.4,2055.71
EE9895,89.99,53.99,0.4,8454.83
EE8128,59.99,35.99,0.4,2720.84
EE7928,65.99,39.59,0.4,5558.44
EE9266,89.99,53.99,0.4,777.46
CL9915,24.99,14.99,0.4,620.59
CL7533,59.99,35.99,0.4,5506.47
CM0012,49.99,24.99,0.5,4453.22
CM0032,45.99,22.99,0.5,2979.5
EE8200,69.99,41.99,0.4,5215.16
CL7332,35.99,21.59,0.4,3303.27
F37008,79.99,39.99,0.5,2159.46
EE9728,55.99,33.59,0.4,0.0
B75581,49.99,24.99,0.5,3958.42
F34851,55.99,27.99,0.5,3728.27
EF0434,55.99,33.59,0.4,1451.09
CM0008,59.99,29.99,0.5,5128.29
CL7487,39.99,19.99,0.5,1403.3
EE8212,69.99,41.99,0.4,2116.3
CL7465,55.99,27.99,0.5,554.2
EE9758,59.99,35.99,0.4,2202.59
CL7334,35.99,21.59,0.4,3536.44
EE9735,55.99,33.59,0.4,2539.4
CL9925,29.99,14.99,0.5,2185.54
F34820,79.99,39.99,0.5,4246.94
CM0023,39.99,19.99,0.5,971.51
EF0584,79.99,47.99,0.4,518.29
CL7307,39.99,19.99,0.5,1691.15
BB7066,59.99,29.99,0.5,2051.32
CM0033,45.99,22.99,0.5,3434.71
CL7443,,,,
CL9962,27.99,16.79,0.4,2961.76
CK9685,49.99,24.99,0.5,2518.99
CJ7959,55.99,27.99,0.5,3123.68
CL7546,55.99,27.99,0.5,755.73
CL7286,42.99,21.49,0.5,2785.1
CJ8018,45.99,22.99,0.5,289.67
CK9447,45.99,22.99,0.5,1448.37
B96555,79.99,39.99,0.5,1511.62
G28939,149.99,74.99,0.5,6479.14
FV3428,79.99,79.99,0.0,5759.28
FV3289,79.99,79.99,0.0,3455.57
CK9528,37.99,18.99,0.5,2221.83
CK9603,45.99,22.99,0.5,1820.81
CL7566,49.99,24.99,0.5,3373.65
FV3671,139.99,139.99,0.0,21922.43
FV3335,89.99,89.99,0.0,1781.8
FV3675,129.99,129.99,0.0,467.96
EG8690,55.99,39.19,0.3,4514.69
F36642,55.99,39.19,0.3,3950.35
CG4045,49.99,24.99,0.5,2563.97
CL7633,26.99,18.89,0.3,102.01
FV3334,89.99,89.99,0.0,11986.67
FV3361,109.99,109.99,0.0,17026.45
EG5345,75.99,75.99,0.0,7933.36
FV3353,109.99,109.99,0.0,10691.03
FV3187,75.99,75.99,0.0,3829.9
FV3631,79.99,79.99,0.0,2015.75
FU7134,99.99,99.99,0.0,12418.76
FV3374,79.99,79.99,0.0,11230.6
FV3336,89.99,89.99,0.0,5993.33
FU9352,129.99,129.99,0.0,18718.56
FV3327,79.99,79.99,0.0,4031.5
FU9350,129.99,129.99,0.0,233.98
FW1646,75.99,75.99,0.0,10258.65
FV3186,75.99,75.99,0.0,10395.43
FV3294,79.99,79.99,0.0,5615.3
FW9618,79.99,79.99,0.0,11518.56
FV3352,109.99,109.99,0.0,16234.52
FW1647,75.99,75.99,0.0,7249.45
FW8423,109.99,109.99,0.0,13660.76
EE6822,65.99,39.59,0.4,4133.2
FV3290,79.99,79.99,0.0,13102.36
FV3305,89.99,89.99,0.0,12148.65
EE8081,55.99,33.59,0.4,5864.81
B37680,99.99,49.99,0.5,1259.75
CG6270,139.99,69.99,0.5,3905.44
CQ2031,159.99,79.99,0.5,1583.8
CG6037,119.99,59.99,0.5,1835.69
EF3539,65.99,39.59,0.4,2066.6
EE4919,119.99,71.99,0.4,4924.12
FU9349,129.99,129.99,0.0,11231.14
CL9960,24.99,12.49,0.5,562.05
EF0091,,,,
CL9968,27.99,16.79,0.4,0.0
F33805,119.99,59.99,0.5,539.91
EE6031,75.99,45.59,0.4,492.37
BC0033,65.99,32.99,0.5,1781.46
EE7030,119.99,71.99,0.4,3628.3
EE4923,129.99,77.99,0.4,5615.28
EE6089,59.99,35.99,0.4,1619.55
EE6108,59.99,35.99,0.4,4210.83
CQ2460,89.99,44.99,0.5,7369.36
B37681,75.99,45.59,0.4,7139.39
CQ2035,99.99,49.99,0.5,3509.3
CG6618,99.99,49.99,0.5,3689.26
FV3667,139.99,139.99,0.0,9827.3
CQ2044,79.99,39.99,0.5,5758.56
FW9617,79.99,79.99,0.0,1727.78
CM4692,37.99,37.99,0.0,0.0
B44619,49.99,29.99,0.4,3022.99
CP9514,59.99,24.0,0.6,3758.4
FV6058,49.99,34.99,0.3,4093.83
G27720,79.99,39.99,0.5,1799.55
CQ2333,59.99,35.99,0.4,1749.11
FV6057,49.99,34.99,0.3,6172.24
FV6056,49.99,34.99,0.3,4156.81
EE5521,79.99,47.99,0.4,3541.66
B37974,119.99,59.99,0.5,8962.51
BD7575,119.99,59.99,0.5,9286.45
EE7026,119.99,71.99,0.4,6479.1
EE6256,119.99,71.99,0.4,8941.16
CM4548,24.99,17.49,0.3,1605.58
G54050,99.99,49.99,0.5,6028.79
CI1741,49.99,20.0,0.6,3564.0
EE6660,109.99,65.99,0.4,1662.95
EE7243,79.99,47.99,0.4,863.82
EE6668,109.99,65.99,0.4,475.13
EE5086,129.99,77.99,0.4,11511.32
CM0027,49.99,29.99,0.4,377.87
EF8973,89.99,53.99,0.4,5539.37
G28940,189.99,76.0,0.6,9576.0
CJ8059,59.99,29.99,0.5,3076.97
CI9941,45.99,22.99,0.5,2400.16
CL4158,26.99,18.89,0.3,2584.15
BB3293,47.99,19.2,0.6,2833.92
EE5640,75.99,45.59,0.4,820.62
CM0063,12.99,7.79,0.4,729.14
CL9946,27.99,16.79,0.4,997.33
CM0071,12.99,7.79,0.4,911.43
CM0051,14.99,8.99,0.4,16.18
CM0087,14.99,8.99,0.4,485.46
CM0048,14.99,8.99,0.4,1537.29
CM0062,12.99,7.79,0.4,420.66
G28449,79.99,39.99,0.5,3383.15
CM0086,14.99,8.99,0.4,1165.1
CL7643,,,,
CM0067,14.99,8.99,0.4,275.09
CL7559,45.99,22.99,0.5,2731.21
CJ7994,45.99,22.99,0.5,2565.68
CM0059,12.99,7.79,0.4,84.13
CL7462,45.99,22.99,0.5,2358.77
CK9680,49.99,24.99,0.5,3058.78
CM0024,39.99,23.99,0.4,2634.1
CL9924,29.99,17.99,0.4,2946.76
F34564,45.99,22.99,0.5,2441.54
CJ7972,52.99,26.49,0.5,3337.74
CL7283,42.99,21.49,0.5,3171.92
CK9465,39.99,19.99,0.5,1691.15
EE9514,79.99,39.99,0.5,5974.51
CM0047,15.99,9.59,0.4,776.79
G27026,109.99,76.99,0.3,4296.04
F36338,59.99,29.99,0.5,3832.72
CJ8077,49.99,24.99,0.5,2204.12
CM0028,49.99,29.99,0.4,2375.21
CL9939,32.99,19.79,0.4,997.42
CM0056,12.99,7.79,0.4,434.68
CL9916,27.99,16.79,0.4,2145.76
CL9950,27.99,16.79,0.4,483.55
EE9973,75.99,45.59,0.4,6647.02
CL7359,32.99,16.49,0.5,712.37
BB7614,59.99,29.99,0.5,1835.39
CL9965,27.99,16.79,0.4,60.44
CQ1176,75.99,37.99,0.5,5538.94
CL9913,24.99,14.99,0.4,1591.94
EE8115,59.99,35.99,0.4,777.38
EE7497,59.99,35.99,0.4,4340.39
F97209,119.99,59.99,0.5,8854.52
EE8114,59.99,35.99,0.4,64.78
CM0046,15.99,9.59,0.4,1450.01
EF0133,59.99,35.99,0.4,6413.42
EE9969,75.99,45.59,0.4,6072.59
EG8062,75.99,53.19,0.3,4308.39
EE9867,65.99,39.59,0.4,997.67
EE6187,39.99,23.99,0.4,259.09
EF1037,59.99,35.99,0.4,1554.77
EE9833,59.99,35.99,0.4,4469.96
EE9835,59.99,35.99,0.4,64.78
B96508,119.99,59.99,0.5,9934.34
AQ1136,149.99,74.99,0.5,8773.83
CQ2029,159.99,79.99,0.5,7631.05
EE9862,65.99,39.59,0.4,2137.86
EE8325,49.99,29.99,0.4,2537.15
BY2976,109.99,44.0,0.6,2059.2
EE9970,75.99,45.59,0.4,246.19
EE9840,55.99,33.59,0.4,1995.25
EF0130,59.99,35.99,0.4,4146.05
F34882,59.99,29.99,0.5,2159.28
CQ2042,79.99,39.99,0.5,3815.05
B37538,,,,
EF0135,59.99,35.99,0.4,777.38
AQ1141,79.99,32.0,0.6,3916.8
BD8017,139.99,69.99,0.5,251.96
EF1036,59.99,35.99,0.4,5636.03
FV3914,89.99,89.99,0.0,13606.49
B28041,89.99,44.99,0.5,4130.08
B37534,99.99,49.99,0.5,7288.54
EF1899,89.99,53.99,0.4,5247.83
EE5615,59.99,35.99,0.4,5506.47
CQ2034,99.99,49.99,0.5,1349.73
EF4457,75.99,75.99,0.0,7112.66
CQ2530,119.99,59.99,0.5,5831.03
EE8220,45.99,27.59,0.4,2632.09
EE5182,129.99,77.99,0.4,8001.77
AW4212,49.99,34.99,0.3,3023.14
CG6025,119.99,59.99,0.5,9178.47
EE5175,129.99,77.99,0.4,9686.36
CG6142,79.99,39.99,0.5,3239.19
EE5917,129.99,77.99,0.4,11090.18
EE5567,79.99,47.99,0.4,6996.94
DA8966,99.99,49.99,0.5,1979.6
EE4679,79.99,47.99,0.4,1468.49
F34751,49.99,24.99,0.5,3013.79
EE4682,79.99,47.99,0.4,7860.76
F36389,149.99,74.99,0.5,1889.75
CK9720,42.99,21.49,0.5,2359.6
CG3527,119.99,59.99,0.5,2051.66
EF3533,65.99,39.59,0.4,1639.03
CK9728,29.99,14.99,0.5,2293.47
BB7218,109.99,54.99,0.5,9205.33
BB2270,119.99,48.0,0.6,6739.2
BB7235,75.99,37.99,0.5,3487.48
BB7231,75.99,37.99,0.5,1025.73
BB7219,109.99,54.99,0.5,5345.03
CL4155,26.99,18.89,0.3,340.02
EE5876,65.99,39.59,0.4,285.05
EE5303,129.99,77.99,0.4,3790.31
EE4938,119.99,71.99,0.4,11791.96
EE5179,129.99,77.99,0.4,11651.71
BZ0632,169.99,68.0,0.6,9302.4
CM4550,24.99,17.49,0.3,94.45
CL9934,29.99,17.99,0.4,1392.43
CL7379,49.99,29.99,0.4,4534.49
CL9919,29.99,17.99,0.4,2849.62
G27860,129.99,64.99,0.5,11113.29
CJ3412,45.99,22.99,0.5,413.82
CL7631,26.99,18.89,0.3,3128.18
CL7273,49.99,29.99,0.4,161.95
CL7630,26.99,18.89,0.3,1496.09
EE9848,69.99,41.99,0.4,755.82
CL7617,39.99,23.99,0.4,1813.64
BB9775,39.99,23.99,0.4,43.18
CL7536,,,,
B37343,179.99,89.99,0.5,8423.06
G28225,219.99,109.99,0.5,3761.66
DB3539,139.99,69.99,0.5,11086.42
G26777,159.99,79.99,0.5,3743.53
CJ0081,45.99,22.99,0.5,455.2
EE8333,69.99,41.99,0.4,4610.5
CQ1175,75.99,37.99,0.5,2256.61
DA9306,59.99,35.99,0.4,2720.84
F36163,59.99,47.99,0.2,2764.22
CL7411,45.99,22.99,0.5,2276.01
CL7444,42.99,21.49,0.5,773.64
EE7879,65.99,39.59,0.4,1140.19
EE9676,59.99,35.99,0.4,3563.01
EE7600,55.99,33.59,0.4,2539.4
EF0128,65.99,39.59,0.4,5273.39
EG3489,69.99,55.99,0.2,4635.97
CM4733,45.99,36.79,0.2,3774.65
CM0025,39.99,23.99,0.4,2979.56
CM4734,45.99,36.79,0.2,2185.33
CM4736,45.99,36.79,0.2,2052.88
CM4865,47.99,38.39,0.2,5389.96
CM4909,39.99,31.99,0.2,1209.22
CM4664,45.99,36.79,0.2,1456.88
CM4798,39.99,31.99,0.2,5470.29
CM4972,45.99,36.79,0.2,4105.76
EG8063,75.99,53.19,0.3,2393.55
CM4799,39.99,31.99,0.2,2303.28
CM4665,45.99,36.79,0.2,331.11
CM4908,39.99,31.99,0.2,5643.04
CM4666,45.99,36.79,0.2,331.11
CM4973,45.99,36.79,0.2,2913.77
CM4632,55.99,44.79,0.2,3224.88
CM4647,49.99,39.99,0.2,5182.7
CM4868,47.99,38.39,0.2,2073.06
CM4646,49.99,39.99,0.2,4174.96
CM4718,52.99,42.39,0.2,6485.67
CM4693,39.99,31.99,0.2,2303.28
CM4904,39.99,31.99,0.2,5182.38
CM4774,42.99,34.39,0.2,2104.67
CM4617,55.99,44.79,0.2,4272.97
CM4935,47.99,38.39,0.2,1451.14
CM4755,47.99,38.39,0.2,5942.77
EF1224,99.99,59.99,0.4,5939.01
D96450,95.99,47.99,0.5,1814.02
CM4618,55.99,44.79,0.2,4756.7
AQ0886,79.99,39.99,0.5,2951.26
B28068,69.99,34.99,0.5,3841.9
CQ2618,69.99,34.99,0.5,2960.15
CM4694,39.99,31.99,0.2,5124.8
FV4049,109.99,109.99,0.0,18412.33
G27721,79.99,39.99,0.5,4750.81
BD7791,149.99,74.99,0.5,9178.78
AQ1220,,,,
FV4329,109.99,109.99,0.0,5741.48
FV4057,109.99,109.99,0.0,13264.79
FV4044,109.99,109.99,0.0,18412.33
FV4325,109.99,109.99,0.0,13858.74
FV4331,109.99,109.99,0.0,5345.51
FV4359,119.99,119.99,0.0,3671.69
FV4319,109.99,109.99,0.0,989.91
FV3700,129.99,129.99,0.0,19654.49
FV4318,109.99,109.99,0.0,14650.67
CG6130,79.99,39.99,0.5,71.98
CG4050,47.99,23.99,0.5,1597.73
FV4330,109.99,109.99,0.0,1979.82
FV4317,109.99,109.99,0.0,10295.06
DB0444,55.99,27.99,0.5,3778.65
F36255,69.99,34.99,0.5,4156.81
B96474,55.99,27.99,0.5,1360.31
B37530,99.99,49.99,0.5,8638.27
B37528,99.99,49.99,0.5,8548.29
FV4350,119.99,119.99,0.0,8639.28
B44830,65.99,32.99,0.5,5166.23
B37942,79.99,39.99,0.5,503.87
B96551,59.99,29.99,0.5,4696.43
B43884,65.99,32.99,0.5,118.76
B75587,47.99,23.99,0.5,863.64
F36513,55.99,27.99,0.5,2771.01
F34341,65.99,32.99,0.5,1662.7
D96552,89.99,44.99,0.5,6316.6
D98204,79.99,39.99,0.5,3959.01
G26782,129.99,64.99,0.5,3509.46
EE4950,119.99,71.99,0.4,12310.29
EE5018,119.99,71.99,0.4,9589.07
EE5907,129.99,77.99,0.4,8142.16
BY9250,129.99,52.0,0.6,187.2
BB2042,89.99,36.0,0.6,4406.4
EF0321,129.99,77.99,0.4,12774.76
BB2278,89.99,36.0,0.6,3952.8
EE4926,119.99,71.99,0.4,3109.97
EE4918,119.99,71.99,0.4,9459.49
EE4928,119.99,71.99,0.4,12699.04
EE8218,45.99,27.59,0.4,3327.35
EE5150,89.99,53.99,0.4,3304.19
B22706,59.99,35.99,0.4,5247.34
CQ2740,89.99,44.99,0.5,242.95
CQ2105,75.99,37.99,0.5,6086.0
CQ2106,75.99,37.99,0.5,4102.92
EF3534,75.99,45.59,0.4,6400.84
CQ3012,79.99,39.99,0.5,6622.34
DB3277,79.99,39.99,0.5,5614.6
CQ2032,169.99,84.99,0.5,11167.69
BB6708,89.99,44.99,0.5,728.84
CM4937,47.99,38.39,0.2,4698.94
CM4756,47.99,38.39,0.2,4284.32
CM4619,,,,
CG6048,79.99,39.99,0.5,3815.05
CG5673,69.99,34.99,0.5,818.77
EE9726,49.99,24.99,0.5,269.89
EF1421,99.99,59.99,0.4,1403.77
EF0786,119.99,71.99,0.4,10107.4
EE9722,49.99,24.99,0.5,3463.61
EF1424,99.99,59.99,0.4,7882.69
G27273,79.99,47.99,0.4,3282.52
EF0812,79.99,47.99,0.4,1209.35
G28062,139.99,83.99,0.4,9373.28
EF0789,119.99,71.99,0.4,1166.24
EF0787,119.99,71.99,0.4,4276.21
G26994,119.99,71.99,0.4,10755.31
F34099,139.99,83.99,0.4,3023.64
EF1581,119.99,71.99,0.4,9977.81
G28058,159.99,95.99,0.4,3628.42
G27403,119.99,71.99,0.4,6608.68
G26939,119.99,71.99,0.4,1943.73
G28202,79.99,47.99,0.4,345.53
EF1164,149.99,89.99,0.4,2915.68
EF8904,139.99,83.99,0.4,7559.1
G28450,79.99,47.99,0.4,8465.44
CM4759,47.99,38.39,0.2,4906.24
EF8903,139.99,83.99,0.4,4081.91
F35445,79.99,47.99,0.4,5528.45
B75807,79.99,79.99,0.0,2735.66
CJ0079,45.99,18.4,0.6,563.04
CM0084,14.99,8.99,0.4,1035.65
EE5358,79.99,47.99,0.4,5614.83
B96556,79.99,39.99,0.5,1871.53
CM0035,47.99,28.79,0.4,3731.18
EE4572,75.99,45.59,0.4,0.0
CL7309,35.99,17.99,0.5,3108.67
CL7610,37.99,18.99,0.5,2187.65
B37616,109.99,65.99,0.4,5463.97
FV3032,79.99,79.99,0.0,6767.15
BD7597,119.99,59.99,0.5,6262.96
BZ0085,79.99,39.99,0.5,5974.51
EE5083,129.99,77.99,0.4,3088.4
CL7561,45.99,22.99,0.5,2731.21
F97208,119.99,59.99,0.5,7774.7
EE5404,79.99,47.99,0.4,8119.91
CL9998,39.99,23.99,0.4,2202.28
EE8373,75.99,45.59,0.4,3282.48
F36418,59.99,29.99,0.5,2429.19
CL9921,29.99,17.99,0.4,1910.54
F35499,39.99,23.99,0.4,2936.38
EE5641,75.99,45.59,0.4,2790.11
F34983,79.99,39.99,0.5,4966.76
F36985,59.99,29.99,0.5,809.73
B79771,55.99,27.99,0.5,3274.83
CJ7956,55.99,27.99,0.5,3627.5
B44882,,,,
CJ7995,45.99,22.99,0.5,3434.71
F36467,59.99,29.99,0.5,4480.51
CG4048,49.99,24.99,0.5,2384.05
F34437,45.99,22.99,0.5,537.97
CG6205,79.99,39.99,0.5,1799.55
EG8695,55.99,39.19,0.3,3103.85
B41939,79.99,39.99,0.5,6118.47
CG6199,75.99,37.99,0.5,5675.71
B37720,75.99,37.99,0.5,1641.17
AQ1087,89.99,44.99,0.5,5668.74
B37759,79.99,39.99,0.5,2159.46
AQ1027,89.99,44.99,0.5,1376.69
B37990,69.99,34.99,0.5,1826.48
B37651,119.99,59.99,0.5,5507.08
B28164,79.99,39.99,0.5,6622.34
B28163,79.99,39.99,0.5,2447.39
B37983,75.99,37.99,0.5,5265.41
DB2689,85.99,42.99,0.5,3869.1
CG6056,75.99,37.99,0.5,1367.64
CG6460,79.99,39.99,0.5,143.96
CG6108,79.99,39.99,0.5,1367.66
BD8024,119.99,59.99,0.5,10582.24
D96444,89.99,44.99,0.5,809.82
BD8007,119.99,59.99,0.5,431.93
CG6065,79.99,39.99,0.5,5326.67
G27719,79.99,39.99,0.5,6478.38
CG6187,139.99,69.99,0.5,6929.01
G27648,79.99,39.99,0.5,1007.75
EE8279,75.99,37.99,0.5,2666.9
EE8247,42.99,25.79,0.4,1578.35
EE8612,79.99,39.99,0.5,2663.33
CQ1068,69.99,34.99,0.5,3967.87
B37635,109.99,54.99,0.5,7027.72
DB3065,69.99,34.99,0.5,3023.14
CQ1092,69.99,34.99,0.5,1511.57
DB3083,75.99,37.99,0.5,5607.32
CG6222,119.99,59.99,0.5,6910.85
DB3078,75.99,37.99,0.5,478.67
DB2707,139.99,69.99,0.5,6551.06
D96553,89.99,44.99,0.5,0.0
EF0580,45.99,27.59,0.4,3625.33
EF0581,45.99,27.59,0.4,2284.45
G25848,129.99,77.99,0.4,12072.85
EE9745,45.99,27.59,0.4,4221.27
EE7899,45.99,27.59,0.4,2135.47
G28386,32.99,32.99,0.0,4928.71
EE6784,49.99,29.99,0.4,971.68
DB3349,95.99,57.59,0.4,9640.57
EE6816,35.99,35.99,0.0,1489.99
DB3401,75.99,45.59,0.4,656.5
EG1865,35.99,35.99,0.0,1295.64
EG2037,19.99,19.99,0.0,1727.14
EE6818,,,,
CM6057,12.99,12.99,0.0,865.13
EG2035,19.99,19.99,0.0,323.84
EE5614,59.99,35.99,0.4,1295.64
EF9225,75.99,45.59,0.4,4923.72
EE5174,129.99,77.99,0.4,13336.29
CM6058,12.99,12.99,0.0,187.06
EE5915,129.99,77.99,0.4,12213.23
BY2949,75.99,30.4,0.6,3447.36
EE5933,75.99,45.59,0.4,7385.58
F34865,59.99,29.99,0.5,1889.37
S80662,59.99,24.0,0.6,1209.6
CM6059,12.99,12.99,0.0,397.49
CJ8016,49.99,24.99,0.5,1484.41
CL7428,45.99,22.99,0.5,2110.48
EE4843,119.99,71.99,0.4,259.16
CK9670,59.99,29.99,0.5,2591.14
EE7740,129.99,77.99,0.4,5334.52
EE8969,79.99,47.99,0.4,3282.52
BZ0087,79.99,39.99,0.5,4462.88
F36256,69.99,34.99,0.5,5038.56
EE5362,79.99,47.99,0.4,7169.71
F35762,45.99,22.99,0.5,3807.14
EE5837,65.99,39.59,0.4,5914.75
EE4576,75.99,45.59,0.4,4267.22
EE6991,89.99,53.99,0.4,4567.55
EE6012,149.99,89.99,0.4,809.91
EE4470,75.99,45.59,0.4,6482.9
EE6327,109.99,65.99,0.4,8908.65
AQ8530,69.99,34.99,0.5,4471.72
CI9990,49.99,24.99,0.5,2788.88
EE7064,75.99,45.59,0.4,2297.74
F36417,59.99,41.99,0.3,7255.87
EE4808,89.99,53.99,0.4,777.46
F36431,59.99,41.99,0.3,2872.12
B44669,55.99,27.99,0.5,50.38
B43745,55.99,39.19,0.3,2539.51
CJ8021,45.99,22.99,0.5,3062.27
CM4549,24.99,17.49,0.3,1164.83
EE8374,75.99,37.99,0.5,1504.4
CL4154,26.99,18.89,0.3,884.05
CL7609,37.99,18.99,0.5,683.64
CK9456,49.99,24.99,0.5,4003.4
EG4372,59.99,41.99,0.3,4308.17
CJ8987,49.99,24.99,0.5,1439.42
EG4303,55.99,39.19,0.3,2257.34
BB7616,59.99,29.99,0.5,1295.57
EE5603,59.99,35.99,0.4,5506.47
EE8970,79.99,47.99,0.4,691.06
CJ8113,42.99,21.49,0.5,1005.73
CL7463,45.99,22.99,0.5,3186.41
F97210,55.99,33.59,0.4,120.92
B44732,59.99,29.99,0.5,4642.45
F34411,,,,
EE6807,55.99,33.59,0.4,1753.4
F35515,229.99,137.99,0.4,8444.99
F35615,59.99,35.99,0.4,2526.5
CK9466,39.99,19.99,0.5,575.71
F36650,59.99,29.99,0.5,971.68
BC1040,79.99,39.99,0.5,4606.85
EF0810,79.99,39.99,0.5,3815.05
CL9963,27.99,16.79,0.4,1208.88
BB6917,65.99,32.99,0.5,4809.94
CL9938,27.99,16.79,0.4,1934.21
CL9997,39.99,23.99,0.4,3929.56
CL7642,26.99,18.89,0.3,1360.08
F35040,69.99,41.99,0.4,7482.62
